AnchorShiftKey,LineId,Line,TrendRank,TrendShiftKey,TrendShiftLabel,TrendShiftDate,Category,CategoryLabel,Hours,CategoryColor
ngp2|2026-07-09|night,ngp2,NGP2,2,ngp2|2026-07-08|night,Night 07-08,2026-07-08,halted,Halted (operator wait),1.95,#636e72
ngp2|2026-07-09|night,ngp2,NGP2,2,ngp2|2026-07-08|night,Night 07-08,2026-07-08,auto_long,Auto-stops (>2 min),5.63,#b2bec3
ngp2|2026-07-09|night,ngp2,NGP2,2,ngp2|2026-07-08|night,Night 07-08,2026-07-08,manual,Manual stops,0.26,#dfe6e9
ngp2|2026-07-09|night,ngp2,NGP2,3,ngp2|2026-07-08|day,Day 07-08,2026-07-08,micro_stops,Micro-stops (<2 min),1.61,#2d3436
ngp2|2026-07-09|night,ngp2,NGP2,3,ngp2|2026-07-08|day,Day 07-08,2026-07-08,halted,Halted (operator wait),3.58,#636e72
ngp2|2026-07-09|night,ngp2,NGP2,3,ngp2|2026-07-08|day,Day 07-08,2026-07-08,auto_long,Auto-stops (>2 min),2.71,#b2bec3
ngp2|2026-07-09|night,ngp2,NGP2,3,ngp2|2026-07-08|day,Day 07-08,2026-07-08,manual,Manual stops,0.37,#dfe6e9
ngp2|2026-07-10|day,ngp2,NGP2,0,ngp2|2026-07-10|day,Day 07-10,2026-07-10,micro_stops,Micro-stops (<2 min),1.59,#2d3436
ngp2|2026-07-10|day,ngp2,NGP2,0,ngp2|2026-07-10|day,Day 07-10,2026-07-10,halted,Halted (operator wait),2.85,#636e72
ngp2|2026-07-10|day,ngp2,NGP2,0,ngp2|2026-07-10|day,Day 07-10,2026-07-10,auto_long,Auto-stops (>2 min),3.58,#b2bec3
ngp2|2026-07-10|day,ngp2,NGP2,0,ngp2|2026-07-10|day,Day 07-10,2026-07-10,manual,Manual stops,0.27,#dfe6e9
ngp2|2026-07-10|day,ngp2,NGP2,1,ngp2|2026-07-09|night,Night 07-09,2026-07-09,micro_stops,Micro-stops (<2 min),1.57,#2d3436
ngp2|2026-07-10|day,ngp2,NGP2,1,ngp2|2026-07-09|night,Night 07-09,2026-07-09,halted,Halted (operator wait),3.69,#636e72
ngp2|2026-07-10|day,ngp2,NGP2,1,ngp2|2026-07-09|night,Night 07-09,2026-07-09,auto_long,Auto-stops (>2 min),3.1,#b2bec3
ngp2|2026-07-10|day,ngp2,NGP2,1,ngp2|2026-07-09|night,Night 07-09,2026-07-09,manual,Manual stops,0.1,#dfe6e9
ngp2|2026-07-10|day,ngp2,NGP2,2,ngp2|2026-07-09|day,Day 07-09,2026-07-09,micro_stops,Micro-stops (<2 min),0.61,#2d3436
ngp2|2026-07-10|day,ngp2,NGP2,2,ngp2|2026-07-09|day,Day 07-09,2026-07-09,halted,Halted (operator wait),9.79,#636e72
ngp2|2026-07-10|day,ngp2,NGP2,2,ngp2|2026-07-09|day,Day 07-09,2026-07-09,auto_long,Auto-stops (>2 min),0.34,#b2bec3
ngp2|2026-07-10|day,ngp2,NGP2,2,ngp2|2026-07-09|day,Day 07-09,2026-07-09,manual,Manual stops,0.07,#dfe6e9
ngp2|2026-07-10|day,ngp2,NGP2,3,ngp2|2026-07-08|night,Night 07-08,2026-07-08,micro_stops,Micro-stops (<2 min),0.62,#2d3436
ngp2|2026-07-10|day,ngp2,NGP2,3,ngp2|2026-07-08|night,Night 07-08,2026-07-08,halted,Halted (operator wait),1.95,#636e72
ngp2|2026-07-10|day,ngp2,NGP2,3,ngp2|2026-07-08|night,Night 07-08,2026-07-08,auto_long,Auto-stops (>2 min),5.63,#b2bec3
ngp2|2026-07-10|day,ngp2,NGP2,3,ngp2|2026-07-08|night,Night 07-08,2026-07-08,manual,Manual stops,0.26,#dfe6e9
ngp2|2026-07-10|night,ngp2,NGP2,0,ngp2|2026-07-10|night,Night 07-10,2026-07-10,micro_stops,Micro-stops (<2 min),1.99,#2d3436
ngp2|2026-07-10|night,ngp2,NGP2,0,ngp2|2026-07-10|night,Night 07-10,2026-07-10,halted,Halted (operator wait),2.46,#636e72
ngp2|2026-07-10|night,ngp2,NGP2,0,ngp2|2026-07-10|night,Night 07-10,2026-07-10,auto_long,Auto-stops (>2 min),1.51,#b2bec3
ngp2|2026-07-10|night,ngp2,NGP2,0,ngp2|2026-07-10|night,Night 07-10,2026-07-10,manual,Manual stops,0.31,#dfe6e9
ngp2|2026-07-10|night,ngp2,NGP2,1,ngp2|2026-07-10|day,Day 07-10,2026-07-10,micro_stops,Micro-stops (<2 min),1.59,#2d3436
ngp2|2026-07-10|night,ngp2,NGP2,1,ngp2|2026-07-10|day,Day 07-10,2026-07-10,halted,Halted (operator wait),2.85,#636e72
ngp2|2026-07-10|night,ngp2,NGP2,1,ngp2|2026-07-10|day,Day 07-10,2026-07-10,auto_long,Auto-stops (>2 min),3.58,#b2bec3
ngp2|2026-07-10|night,ngp2,NGP2,1,ngp2|2026-07-10|day,Day 07-10,2026-07-10,manual,Manual stops,0.27,#dfe6e9
ngp2|2026-07-10|night,ngp2,NGP2,2,ngp2|2026-07-09|night,Night 07-09,2026-07-09,micro_stops,Micro-stops (<2 min),1.57,#2d3436
ngp2|2026-07-10|night,ngp2,NGP2,2,ngp2|2026-07-09|night,Night 07-09,2026-07-09,halted,Halted (operator wait),3.69,#636e72
ngp2|2026-07-10|night,ngp2,NGP2,2,ngp2|2026-07-09|night,Night 07-09,2026-07-09,auto_long,Auto-stops (>2 min),3.1,#b2bec3
ngp2|2026-07-10|night,ngp2,NGP2,2,ngp2|2026-07-09|night,Night 07-09,2026-07-09,manual,Manual stops,0.1,#dfe6e9
ngp2|2026-07-10|night,ngp2,NGP2,3,ngp2|2026-07-09|day,Day 07-09,2026-07-09,micro_stops,Micro-stops (<2 min),0.61,#2d3436
ngp2|2026-07-10|night,ngp2,NGP2,3,ngp2|2026-07-09|day,Day 07-09,2026-07-09,halted,Halted (operator wait),9.79,#636e72
ngp2|2026-07-10|night,ngp2,NGP2,3,ngp2|2026-07-09|day,Day 07-09,2026-07-09,auto_long,Auto-stops (>2 min),0.34,#b2bec3
ngp2|2026-07-10|night,ngp2,NGP2,3,ngp2|2026-07-09|day,Day 07-09,2026-07-09,manual,Manual stops,0.07,#dfe6e9
ngp2|2026-07-11|day,ngp2,NGP2,0,ngp2|2026-07-11|day,Day 07-11,2026-07-11,micro_stops,Micro-stops (<2 min),2.07,#2d3436
ngp2|2026-07-11|day,ngp2,NGP2,0,ngp2|2026-07-11|day,Day 07-11,2026-07-11,halted,Halted (operator wait),2.29,#636e72
ngp2|2026-07-11|day,ngp2,NGP2,0,ngp2|2026-07-11|day,Day 07-11,2026-07-11,auto_long,Auto-stops (>2 min),2.61,#b2bec3
ngp2|2026-07-11|day,ngp2,NGP2,0,ngp2|2026-07-11|day,Day 07-11,2026-07-11,manual,Manual stops,0.65,#dfe6e9
ngp2|2026-07-11|day,ngp2,NGP2,1,ngp2|2026-07-10|night,Night 07-10,2026-07-10,micro_stops,Micro-stops (<2 min),1.99,#2d3436
ngp2|2026-07-11|day,ngp2,NGP2,1,ngp2|2026-07-10|night,Night 07-10,2026-07-10,halted,Halted (operator wait),2.46,#636e72
ngp2|2026-07-11|day,ngp2,NGP2,1,ngp2|2026-07-10|night,Night 07-10,2026-07-10,auto_long,Auto-stops (>2 min),1.51,#b2bec3
ngp2|2026-07-11|day,ngp2,NGP2,1,ngp2|2026-07-10|night,Night 07-10,2026-07-10,manual,Manual stops,0.31,#dfe6e9
ngp2|2026-07-11|day,ngp2,NGP2,2,ngp2|2026-07-10|day,Day 07-10,2026-07-10,micro_stops,Micro-stops (<2 min),1.59,#2d3436
ngp2|2026-07-11|day,ngp2,NGP2,2,ngp2|2026-07-10|day,Day 07-10,2026-07-10,halted,Halted (operator wait),2.85,#636e72
ngp2|2026-07-11|day,ngp2,NGP2,2,ngp2|2026-07-10|day,Day 07-10,2026-07-10,auto_long,Auto-stops (>2 min),3.58,#b2bec3
ngp2|2026-07-11|day,ngp2,NGP2,2,ngp2|2026-07-10|day,Day 07-10,2026-07-10,manual,Manual stops,0.27,#dfe6e9
ngp2|2026-07-11|day,ngp2,NGP2,3,ngp2|2026-07-09|night,Night 07-09,2026-07-09,micro_stops,Micro-stops (<2 min),1.57,#2d3436
ngp2|2026-07-11|day,ngp2,NGP2,3,ngp2|2026-07-09|night,Night 07-09,2026-07-09,halted,Halted (operator wait),3.69,#636e72
ngp2|2026-07-11|day,ngp2,NGP2,3,ngp2|2026-07-09|night,Night 07-09,2026-07-09,auto_long,Auto-stops (>2 min),3.1,#b2bec3
ngp2|2026-07-11|day,ngp2,NGP2,3,ngp2|2026-07-09|night,Night 07-09,2026-07-09,manual,Manual stops,0.1,#dfe6e9
ngp2|2026-07-11|night,ngp2,NGP2,0,ngp2|2026-07-11|night,Night 07-11,2026-07-11,micro_stops,Micro-stops (<2 min),2.05,#2d3436
ngp2|2026-07-11|night,ngp2,NGP2,0,ngp2|2026-07-11|night,Night 07-11,2026-07-11,halted,Halted (operator wait),1.78,#636e72
ngp2|2026-07-11|night,ngp2,NGP2,0,ngp2|2026-07-11|night,Night 07-11,2026-07-11,auto_long,Auto-stops (>2 min),3.21,#b2bec3
ngp2|2026-07-11|night,ngp2,NGP2,0,ngp2|2026-07-11|night,Night 07-11,2026-07-11,manual,Manual stops,0.09,#dfe6e9
ngp2|2026-07-11|night,ngp2,NGP2,1,ngp2|2026-07-11|day,Day 07-11,2026-07-11,micro_stops,Micro-stops (<2 min),2.07,#2d3436
ngp2|2026-07-11|night,ngp2,NGP2,1,ngp2|2026-07-11|day,Day 07-11,2026-07-11,halted,Halted (operator wait),2.29,#636e72
ngp2|2026-07-11|night,ngp2,NGP2,1,ngp2|2026-07-11|day,Day 07-11,2026-07-11,auto_long,Auto-stops (>2 min),2.61,#b2bec3
ngp2|2026-07-11|night,ngp2,NGP2,1,ngp2|2026-07-11|day,Day 07-11,2026-07-11,manual,Manual stops,0.65,#dfe6e9
ngp2|2026-07-11|night,ngp2,NGP2,2,ngp2|2026-07-10|night,Night 07-10,2026-07-10,micro_stops,Micro-stops (<2 min),1.99,#2d3436
ngp2|2026-07-11|night,ngp2,NGP2,2,ngp2|2026-07-10|night,Night 07-10,2026-07-10,halted,Halted (operator wait),2.46,#636e72
ngp2|2026-07-11|night,ngp2,NGP2,2,ngp2|2026-07-10|night,Night 07-10,2026-07-10,auto_long,Auto-stops (>2 min),1.51,#b2bec3
ngp2|2026-07-11|night,ngp2,NGP2,2,ngp2|2026-07-10|night,Night 07-10,2026-07-10,manual,Manual stops,0.31,#dfe6e9
ngp2|2026-07-11|night,ngp2,NGP2,3,ngp2|2026-07-10|day,Day 07-10,2026-07-10,micro_stops,Micro-stops (<2 min),1.59,#2d3436
ngp2|2026-07-11|night,ngp2,NGP2,3,ngp2|2026-07-10|day,Day 07-10,2026-07-10,halted,Halted (operator wait),2.85,#636e72
ngp2|2026-07-11|night,ngp2,NGP2,3,ngp2|2026-07-10|day,Day 07-10,2026-07-10,auto_long,Auto-stops (>2 min),3.58,#b2bec3
ngp2|2026-07-11|night,ngp2,NGP2,3,ngp2|2026-07-10|day,Day 07-10,2026-07-10,manual,Manual stops,0.27,#dfe6e9
ngp2|2026-07-12|day,ngp2,NGP2,0,ngp2|2026-07-12|day,Day 07-12,2026-07-12,micro_stops,Micro-stops (<2 min),1.79,#2d3436
ngp2|2026-07-12|day,ngp2,NGP2,0,ngp2|2026-07-12|day,Day 07-12,2026-07-12,halted,Halted (operator wait),4.62,#636e72
ngp2|2026-07-12|day,ngp2,NGP2,0,ngp2|2026-07-12|day,Day 07-12,2026-07-12,auto_long,Auto-stops (>2 min),1.12,#b2bec3
ngp2|2026-07-12|day,ngp2,NGP2,0,ngp2|2026-07-12|day,Day 07-12,2026-07-12,manual,Manual stops,0.29,#dfe6e9
ngp2|2026-07-12|day,ngp2,NGP2,1,ngp2|2026-07-11|night,Night 07-11,2026-07-11,micro_stops,Micro-stops (<2 min),2.05,#2d3436
ngp2|2026-07-12|day,ngp2,NGP2,1,ngp2|2026-07-11|night,Night 07-11,2026-07-11,halted,Halted (operator wait),1.78,#636e72
ngp2|2026-07-12|day,ngp2,NGP2,1,ngp2|2026-07-11|night,Night 07-11,2026-07-11,auto_long,Auto-stops (>2 min),3.21,#b2bec3
ngp2|2026-07-12|day,ngp2,NGP2,1,ngp2|2026-07-11|night,Night 07-11,2026-07-11,manual,Manual stops,0.09,#dfe6e9
ngp2|2026-07-12|day,ngp2,NGP2,2,ngp2|2026-07-11|day,Day 07-11,2026-07-11,micro_stops,Micro-stops (<2 min),2.07,#2d3436
ngp2|2026-07-12|day,ngp2,NGP2,2,ngp2|2026-07-11|day,Day 07-11,2026-07-11,halted,Halted (operator wait),2.29,#636e72
ngp2|2026-07-12|day,ngp2,NGP2,2,ngp2|2026-07-11|day,Day 07-11,2026-07-11,auto_long,Auto-stops (>2 min),2.61,#b2bec3
ngp2|2026-07-12|day,ngp2,NGP2,2,ngp2|2026-07-11|day,Day 07-11,2026-07-11,manual,Manual stops,0.65,#dfe6e9
ngp2|2026-07-12|day,ngp2,NGP2,3,ngp2|2026-07-10|night,Night 07-10,2026-07-10,micro_stops,Micro-stops (<2 min),1.99,#2d3436
ngp2|2026-07-12|day,ngp2,NGP2,3,ngp2|2026-07-10|night,Night 07-10,2026-07-10,halted,Halted (operator wait),2.46,#636e72
ngp2|2026-07-12|day,ngp2,NGP2,3,ngp2|2026-07-10|night,Night 07-10,2026-07-10,auto_long,Auto-stops (>2 min),1.51,#b2bec3
ngp2|2026-07-12|day,ngp2,NGP2,3,ngp2|2026-07-10|night,Night 07-10,2026-07-10,manual,Manual stops,0.31,#dfe6e9
ngp2|2026-07-12|night,ngp2,NGP2,0,ngp2|2026-07-12|night,Night 07-12,2026-07-12,micro_stops,Micro-stops (<2 min),1.32,#2d3436
ngp2|2026-07-12|night,ngp2,NGP2,0,ngp2|2026-07-12|night,Night 07-12,2026-07-12,halted,Halted (operator wait),2.92,#636e72
ngp2|2026-07-12|night,ngp2,NGP2,0,ngp2|2026-07-12|night,Night 07-12,2026-07-12,auto_long,Auto-stops (>2 min),1.9,#b2bec3
ngp2|2026-07-12|night,ngp2,NGP2,0,ngp2|2026-07-12|night,Night 07-12,2026-07-12,manual,Manual stops,0.05,#dfe6e9
ngp2|2026-07-12|night,ngp2,NGP2,1,ngp2|2026-07-12|day,Day 07-12,2026-07-12,micro_stops,Micro-stops (<2 min),1.79,#2d3436
ngp2|2026-07-12|night,ngp2,NGP2,1,ngp2|2026-07-12|day,Day 07-12,2026-07-12,halted,Halted (operator wait),4.62,#636e72
ngp2|2026-07-12|night,ngp2,NGP2,1,ngp2|2026-07-12|day,Day 07-12,2026-07-12,auto_long,Auto-stops (>2 min),1.12,#b2bec3
ngp2|2026-07-12|night,ngp2,NGP2,1,ngp2|2026-07-12|day,Day 07-12,2026-07-12,manual,Manual stops,0.29,#dfe6e9
ngp2|2026-07-12|night,ngp2,NGP2,2,ngp2|2026-07-11|night,Night 07-11,2026-07-11,micro_stops,Micro-stops (<2 min),2.05,#2d3436
ngp2|2026-07-12|night,ngp2,NGP2,2,ngp2|2026-07-11|night,Night 07-11,2026-07-11,halted,Halted (operator wait),1.78,#636e72
ngp2|2026-07-12|night,ngp2,NGP2,2,ngp2|2026-07-11|night,Night 07-11,2026-07-11,auto_long,Auto-stops (>2 min),3.21,#b2bec3
ngp2|2026-07-12|night,ngp2,NGP2,2,ngp2|2026-07-11|night,Night 07-11,2026-07-11,manual,Manual stops,0.09,#dfe6e9
ngp2|2026-07-12|night,ngp2,NGP2,3,ngp2|2026-07-11|day,Day 07-11,2026-07-11,micro_stops,Micro-stops (<2 min),2.07,#2d3436
ngp2|2026-07-12|night,ngp2,NGP2,3,ngp2|2026-07-11|day,Day 07-11,2026-07-11,halted,Halted (operator wait),2.29,#636e72
ngp2|2026-07-12|night,ngp2,NGP2,3,ngp2|2026-07-11|day,Day 07-11,2026-07-11,auto_long,Auto-stops (>2 min),2.61,#b2bec3
ngp2|2026-07-12|night,ngp2,NGP2,3,ngp2|2026-07-11|day,Day 07-11,2026-07-11,manual,Manual stops,0.65,#dfe6e9
ngp2|2026-07-13|day,ngp2,NGP2,0,ngp2|2026-07-13|day,Day 07-13,2026-07-13,micro_stops,Micro-stops (<2 min),0.42,#2d3436
ngp2|2026-07-13|day,ngp2,NGP2,0,ngp2|2026-07-13|day,Day 07-13,2026-07-13,halted,Halted (operator wait),4.96,#636e72
ngp2|2026-07-13|day,ngp2,NGP2,0,ngp2|2026-07-13|day,Day 07-13,2026-07-13,auto_long,Auto-stops (>2 min),2.56,#b2bec3
ngp2|2026-07-13|day,ngp2,NGP2,0,ngp2|2026-07-13|day,Day 07-13,2026-07-13,manual,Manual stops,0.28,#dfe6e9
ngp2|2026-07-13|day,ngp2,NGP2,1,ngp2|2026-07-12|night,Night 07-12,2026-07-12,micro_stops,Micro-stops (<2 min),1.32,#2d3436
ngp2|2026-07-13|day,ngp2,NGP2,1,ngp2|2026-07-12|night,Night 07-12,2026-07-12,halted,Halted (operator wait),2.92,#636e72
ngp2|2026-07-13|day,ngp2,NGP2,1,ngp2|2026-07-12|night,Night 07-12,2026-07-12,auto_long,Auto-stops (>2 min),1.9,#b2bec3
ngp2|2026-07-13|day,ngp2,NGP2,1,ngp2|2026-07-12|night,Night 07-12,2026-07-12,manual,Manual stops,0.05,#dfe6e9
ngp2|2026-07-13|day,ngp2,NGP2,2,ngp2|2026-07-12|day,Day 07-12,2026-07-12,micro_stops,Micro-stops (<2 min),1.79,#2d3436
ngp2|2026-07-13|day,ngp2,NGP2,2,ngp2|2026-07-12|day,Day 07-12,2026-07-12,halted,Halted (operator wait),4.62,#636e72
ngp2|2026-07-13|day,ngp2,NGP2,2,ngp2|2026-07-12|day,Day 07-12,2026-07-12,auto_long,Auto-stops (>2 min),1.12,#b2bec3
ngp2|2026-07-13|day,ngp2,NGP2,2,ngp2|2026-07-12|day,Day 07-12,2026-07-12,manual,Manual stops,0.29,#dfe6e9
ngp2|2026-07-13|day,ngp2,NGP2,3,ngp2|2026-07-11|night,Night 07-11,2026-07-11,micro_stops,Micro-stops (<2 min),2.05,#2d3436
ngp2|2026-07-13|day,ngp2,NGP2,3,ngp2|2026-07-11|night,Night 07-11,2026-07-11,halted,Halted (operator wait),1.78,#636e72
ngp2|2026-07-13|day,ngp2,NGP2,3,ngp2|2026-07-11|night,Night 07-11,2026-07-11,auto_long,Auto-stops (>2 min),3.21,#b2bec3
ngp2|2026-07-13|day,ngp2,NGP2,3,ngp2|2026-07-11|night,Night 07-11,2026-07-11,manual,Manual stops,0.09,#dfe6e9
ngp2|2026-07-13|night,ngp2,NGP2,0,ngp2|2026-07-13|night,Night 07-13,2026-07-13,micro_stops,Micro-stops (<2 min),1.02,#2d3436
ngp2|2026-07-13|night,ngp2,NGP2,0,ngp2|2026-07-13|night,Night 07-13,2026-07-13,halted,Halted (operator wait),2.55,#636e72
ngp2|2026-07-13|night,ngp2,NGP2,0,ngp2|2026-07-13|night,Night 07-13,2026-07-13,auto_long,Auto-stops (>2 min),0.93,#b2bec3
ngp2|2026-07-13|night,ngp2,NGP2,0,ngp2|2026-07-13|night,Night 07-13,2026-07-13,manual,Manual stops,0.27,#dfe6e9
ngp2|2026-07-13|night,ngp2,NGP2,1,ngp2|2026-07-13|day,Day 07-13,2026-07-13,micro_stops,Micro-stops (<2 min),0.42,#2d3436
ngp2|2026-07-13|night,ngp2,NGP2,1,ngp2|2026-07-13|day,Day 07-13,2026-07-13,halted,Halted (operator wait),4.96,#636e72
ngp2|2026-07-13|night,ngp2,NGP2,1,ngp2|2026-07-13|day,Day 07-13,2026-07-13,auto_long,Auto-stops (>2 min),2.56,#b2bec3
ngp2|2026-07-13|night,ngp2,NGP2,1,ngp2|2026-07-13|day,Day 07-13,2026-07-13,manual,Manual stops,0.28,#dfe6e9
ngp2|2026-07-13|night,ngp2,NGP2,2,ngp2|2026-07-12|night,Night 07-12,2026-07-12,micro_stops,Micro-stops (<2 min),1.32,#2d3436
ngp2|2026-07-13|night,ngp2,NGP2,2,ngp2|2026-07-12|night,Night 07-12,2026-07-12,halted,Halted (operator wait),2.92,#636e72
ngp2|2026-07-13|night,ngp2,NGP2,2,ngp2|2026-07-12|night,Night 07-12,2026-07-12,auto_long,Auto-stops (>2 min),1.9,#b2bec3
ngp2|2026-07-13|night,ngp2,NGP2,2,ngp2|2026-07-12|night,Night 07-12,2026-07-12,manual,Manual stops,0.05,#dfe6e9
ngp2|2026-07-13|night,ngp2,NGP2,3,ngp2|2026-07-12|day,Day 07-12,2026-07-12,micro_stops,Micro-stops (<2 min),1.79,#2d3436
ngp2|2026-07-13|night,ngp2,NGP2,3,ngp2|2026-07-12|day,Day 07-12,2026-07-12,halted,Halted (operator wait),4.62,#636e72
ngp2|2026-07-13|night,ngp2,NGP2,3,ngp2|2026-07-12|day,Day 07-12,2026-07-12,auto_long,Auto-stops (>2 min),1.12,#b2bec3
ngp2|2026-07-13|night,ngp2,NGP2,3,ngp2|2026-07-12|day,Day 07-12,2026-07-12,manual,Manual stops,0.29,#dfe6e9
ngp2|2026-07-14|day,ngp2,NGP2,0,ngp2|2026-07-14|day,Day 07-14,2026-07-14,micro_stops,Micro-stops (<2 min),0.36,#2d3436
ngp2|2026-07-14|day,ngp2,NGP2,0,ngp2|2026-07-14|day,Day 07-14,2026-07-14,halted,Halted (operator wait),4.28,#636e72
ngp2|2026-07-14|day,ngp2,NGP2,0,ngp2|2026-07-14|day,Day 07-14,2026-07-14,auto_long,Auto-stops (>2 min),2.06,#b2bec3
ngp2|2026-07-14|day,ngp2,NGP2,0,ngp2|2026-07-14|day,Day 07-14,2026-07-14,manual,Manual stops,0.51,#dfe6e9
ngp2|2026-07-14|day,ngp2,NGP2,1,ngp2|2026-07-13|night,Night 07-13,2026-07-13,micro_stops,Micro-stops (<2 min),1.02,#2d3436
ngp2|2026-07-14|day,ngp2,NGP2,1,ngp2|2026-07-13|night,Night 07-13,2026-07-13,halted,Halted (operator wait),2.55,#636e72
ngp2|2026-07-14|day,ngp2,NGP2,1,ngp2|2026-07-13|night,Night 07-13,2026-07-13,auto_long,Auto-stops (>2 min),0.93,#b2bec3
ngp2|2026-07-14|day,ngp2,NGP2,1,ngp2|2026-07-13|night,Night 07-13,2026-07-13,manual,Manual stops,0.27,#dfe6e9
ngp2|2026-07-14|day,ngp2,NGP2,2,ngp2|2026-07-13|day,Day 07-13,2026-07-13,micro_stops,Micro-stops (<2 min),0.42,#2d3436
ngp2|2026-07-14|day,ngp2,NGP2,2,ngp2|2026-07-13|day,Day 07-13,2026-07-13,halted,Halted (operator wait),4.96,#636e72
ngp2|2026-07-14|day,ngp2,NGP2,2,ngp2|2026-07-13|day,Day 07-13,2026-07-13,auto_long,Auto-stops (>2 min),2.56,#b2bec3
ngp2|2026-07-14|day,ngp2,NGP2,2,ngp2|2026-07-13|day,Day 07-13,2026-07-13,manual,Manual stops,0.28,#dfe6e9
ngp2|2026-07-14|day,ngp2,NGP2,3,ngp2|2026-07-12|night,Night 07-12,2026-07-12,micro_stops,Micro-stops (<2 min),1.32,#2d3436
ngp2|2026-07-14|day,ngp2,NGP2,3,ngp2|2026-07-12|night,Night 07-12,2026-07-12,halted,Halted (operator wait),2.92,#636e72
ngp2|2026-07-14|day,ngp2,NGP2,3,ngp2|2026-07-12|night,Night 07-12,2026-07-12,auto_long,Auto-stops (>2 min),1.9,#b2bec3
ngp2|2026-07-14|day,ngp2,NGP2,3,ngp2|2026-07-12|night,Night 07-12,2026-07-12,manual,Manual stops,0.05,#dfe6e9
ngp2|2026-07-14|night,ngp2,NGP2,0,ngp2|2026-07-14|night,Night 07-14,2026-07-14,micro_stops,Micro-stops (<2 min),1.69,#2d3436
ngp2|2026-07-14|night,ngp2,NGP2,0,ngp2|2026-07-14|night,Night 07-14,2026-07-14,halted,Halted (operator wait),1.44,#636e72
ngp2|2026-07-14|night,ngp2,NGP2,0,ngp2|2026-07-14|night,Night 07-14,2026-07-14,auto_long,Auto-stops (>2 min),1.36,#b2bec3
ngp2|2026-07-14|night,ngp2,NGP2,0,ngp2|2026-07-14|night,Night 07-14,2026-07-14,manual,Manual stops,0.0,#dfe6e9
ngp2|2026-07-14|night,ngp2,NGP2,1,ngp2|2026-07-14|day,Day 07-14,2026-07-14,micro_stops,Micro-stops (<2 min),0.36,#2d3436
ngp2|2026-07-14|night,ngp2,NGP2,1,ngp2|2026-07-14|day,Day 07-14,2026-07-14,halted,Halted (operator wait),4.28,#636e72
ngp2|2026-07-14|night,ngp2,NGP2,1,ngp2|2026-07-14|day,Day 07-14,2026-07-14,auto_long,Auto-stops (>2 min),2.06,#b2bec3
ngp2|2026-07-14|night,ngp2,NGP2,1,ngp2|2026-07-14|day,Day 07-14,2026-07-14,manual,Manual stops,0.51,#dfe6e9
ngp2|2026-07-14|night,ngp2,NGP2,2,ngp2|2026-07-13|night,Night 07-13,2026-07-13,micro_stops,Micro-stops (<2 min),1.02,#2d3436
ngp2|2026-07-14|night,ngp2,NGP2,2,ngp2|2026-07-13|night,Night 07-13,2026-07-13,halted,Halted (operator wait),2.55,#636e72
ngp2|2026-07-14|night,ngp2,NGP2,2,ngp2|2026-07-13|night,Night 07-13,2026-07-13,auto_long,Auto-stops (>2 min),0.93,#b2bec3
ngp2|2026-07-14|night,ngp2,NGP2,2,ngp2|2026-07-13|night,Night 07-13,2026-07-13,manual,Manual stops,0.27,#dfe6e9
ngp2|2026-07-14|night,ngp2,NGP2,3,ngp2|2026-07-13|day,Day 07-13,2026-07-13,micro_stops,Micro-stops (<2 min),0.42,#2d3436
ngp2|2026-07-14|night,ngp2,NGP2,3,ngp2|2026-07-13|day,Day 07-13,2026-07-13,halted,Halted (operator wait),4.96,#636e72
ngp2|2026-07-14|night,ngp2,NGP2,3,ngp2|2026-07-13|day,Day 07-13,2026-07-13,auto_long,Auto-stops (>2 min),2.56,#b2bec3
ngp2|2026-07-14|night,ngp2,NGP2,3,ngp2|2026-07-13|day,Day 07-13,2026-07-13,manual,Manual stops,0.28,#dfe6e9
